cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
112487462,91254831,440834,19921965,4317850
112500425,91254832,440835,19922017,4317851
112500426,91254833,440858,19922018,4317852
112501823,91254834,440859,19922019,4318140
112503901,91254835,440860,19922020,4318488
112503902,91263128,440884,19922147,4318489
112513391,91263129,440885,19922402,4318490
112516207,91263137,440959,19922403,4318507
112516208,91263138,440973,19922404,4318594
112516209,91263139,440974,19922405,4318606
112516210,91263140,440975,19922406,4318666
112536494,91263141,441076,19922407,4318694
112536495,91265533,441077,19922408,4319096
112536496,91265534,441455,19922428,4319181
112536497,91266569,441477,19922658,4319182
112536498,91266570,441492,19922659,4319339
112536499,91270539,441493,19922660,4319416
112536500,91270540,441494,19922661,4319417
112536501,91270541,441560,19922759,4319609
112545806,91270542,441584,19922792,4319642
112554040,91271440,441824,19922889,4319679
112566250,91275248,441844,19922938,4319700
112567506,91275249,441845,19923004,4319701
112567507,91275250,441846,19923201,4319702
112568103,91275251,441994,19923729,4319703
112588434,91275526,441995,19923730,4319704
112599197,91275527,441996,19923844,4320070
112599198,91275528,442014,19923845,4320115
112599199,91275529,442031,19923846,4320172
112608583,91275530,442165,19923847,4320173
112608584,91275531,442241,19924373,4320174
112608585,91276556,442390,19924374,4320890
112608586,91276557,442415,19924398,4321062
112608587,91276558,442416,19924399,4321063
112611775,91276559,442417,19924400,4321297
112611776,91280677,442434,19924401,4321298
112611855,91280678,442444,19924402,4321299
112611856,91283289,442445,19924403,4321300
112611857,91285578,442463,19924404,4321571
112633479,91285579,442464,19924405,4321572
112640320,91285580,442503,19924684,4321620
112640321,91285581,442788,19924685,4321862
112640322,91288079,442790,19924686,4321863
112644613,91290262,442791,19924788,4321893
112644614,91291505,442804,19924789,4321894
112644615,91291506,442805,19924790,4322332
112644616,91291507,442806,19924791,4322343
112644617,91291508,442851,19924792,4322680
112645661,91298363,442852,19924836,4322681
112645662,91298364,442914,19924837,4322693
112645873,91310532,442944,19924994,4322721
112652318,91317918,442945,19925227,4322776
112652319,91317919,442946,19925228,4322777
112653266,91318346,442962,19925454,4322818
112655275,91319062,443003,19925500,4322824
112655276,91319063,443221,19925501,4322836
112655277,91319064,443282,19925502,4322837
112655278,91325838,443316,19925696,4322838
112655279,91325839,443396,19925701,4322982
112661756,91325840,443475,19925702,4322983
112661757,91327196,443476,19925703,4322984
112661758,91331511,443608,19925709,4323093
112661775,91331512,443844,19925815,4323094
112670699,91331513,443864,19926146,4323308
112675902,91332298,443865,19926162,4323340
112679321,91332299,443963,19926317,4323486
112679991,91333381,443964,19926318,4323487
112688417,91335329,444037,19926429,4323488
112688418,91335330,444070,19926430,4323489
112688419,91336413,444071,19926519,4323490
112688420,91336414,444130,19926520,4323491
112688421,91339132,444131,19926521,4324466
112691245,91339133,444134,19926602,4324467
112707566,91339134,444135,19927189,4324618
112707567,91343239,444136,19927368,4324619
112707568,91343240,444232,19927398,4324634
112708077,91343241,444233,19927459,4324635
112721672,91343242,444254,19927460,4324661
112730553,91346899,444272,19927491,4324662
112732371,91347051,444432,19927636,4324663
112732482,91347052,444441,19927662,4324892
112748589,91347053,444514,19927663,4325090
112777506,91349806,444701,19927991,4325314
112782117,91349807,444816,19928272,4325315
112785885,91349808,444827,19928330,4325358
112787205,91351860,444828,19928331,4325490
112787206,91351861,444894,19928332,4325972
112791624,91351862,444895,19928360,4326275
112791625,91353340,444896,19928597,4326342
112793589,91357529,445149,19928598,4326461
112802778,91357658,445150,19928599,4326479
112802779,91357659,445151,19928600,4326494
112802780,91357660,445258,19928601,4326697
112802781,91360345,445312,19929205,4326698
112808087,91360346,445496,19929206,4326699
112808088,91360347,445643,19929245,4326700
112811866,91365323,445644,19929409,4326701
112823650,91365324,445711,19929423,4326702
112823651,91365325,445712,19929564,4326993
112823652,91370368,445716,19929625,4326994
112836547,91370369,445763,19929694,4326995
112849178,91370370,445764,19929859,4327059
112849179,91370371,445765,19929973,4327060
112849180,91370372,445800,19930647,4327186
112849181,91370373,445801,19930648,4327187
112849182,91370374,445832,19930691,4327677
112854766,91370375,445833,19930692,4327678
112859871,91370376,445834,19930693,4327698
112876481,91370377,445835,19930846,4327714
112897920,91370378,445849,19931239,4328089
112901779,91370379,445918,19931240,4328090
112903772,91374465,445936,19931361,4328091
112903773,91377485,445960,19931487,4328218
112904357,91377486,445991,19931488,4328219
112904358,91377487,446029,19931679,4328220
112907520,91383065,446252,19931680,4328822
112907521,91383066,446590,19931686,4328823
112929541,91383067,446637,19931687,4328847
112929542,91383524,446638,19931688,4328848
112929543,91383525,446639,19931802,4328974
112929544,91383526,446645,19931803,4328975
112929545,91383527,446646,19931804,4328976
112930899,91383528,446647,19931810,4329069
112939666,91385848,446662,19931811,4329070
112945210,91385849,446706,19931812,4329071
112946534,91385850,446728,19932045,4329094
112946535,91385851,446729,19932083,4329095
112946647,91385904,446730,19932084,4329377
112953397,91385905,446765,19932085,4329437
112965446,91385906,446766,19932086,4329442
112965447,91385907,446767,19932087,4329443
112965448,91385908,446768,19932088,4329444
112966776,91386884,446769,19932089,4329494
112966777,91387704,446836,19932588,4329858
112990385,91387705,446857,19932589,4329872
112990386,91388022,446858,19932757,4329873
112990387,91388023,446859,19933075,4330069
112999061,91391463,446860,19933333,4330071
112999062,91391464,446958,19933334,4330072
112999063,91392281,446959,19933570,4330073
112999064,91392282,446960,19933607,4330074
112999065,91394272,446961,19933608,4330148
113000020,91394273,447179,19933741,4330149
113005628,91394274,447180,19933742,4330181
113017469,91394275,447181,19933803,4330195
113024625,91400136,447200,19934649,4330196
113042735,91400137,447201,19934650,4330197
113045859,91400138,447273,19935046,4330514
113045860,91400295,447413,19935047,4330546
113045861,91401038,447471,19935188,4330547
113045862,91401383,447472,19935288,4330548
113045863,91401384,447473,19935289,4330580
113045864,91401385,447699,19935290,4330641
113045865,91401386,447731,19935291,4330757
113045866,91402254,447738,19935358,4330758
113047066,91403304,447762,19935656,4330759
113053403,91407700,447779,19935660,4331196
113066987,91407701,447780,19935661,4331197
113068850,91407702,447814,19935662,4331265
113072264,91407703,447899,19935738,4331359
113076362,91414425,447977,19935775,4331360
113076363,91414426,447978,19935776,4332548
113079730,91414427,448012,19935777,4332549
113080535,91414428,448517,19936213,4333376
113080536,91416659,448610,19936338,4333377
113092928,91417951,448665,19936339,4333465
113092929,91417952,448797,19936397,4333466
113092930,91417953,448798,19936741,4333467
113092931,91417954,448799,19936742,4333468
113112920,91417955,448821,19936803,4333999
113112921,91425931,448822,19936804,4334124
113112922,91430188,448823,19936805,4334125
113112923,91430189,448947,19936922,4334126
113112924,91430190,448948,19936923,4334167
113112925,91430364,448949,19936924,4334491
113112926,91430365,448950,19937002,4334492
113112927,91430366,449071,19937129,4334736
113112928,91430367,449128,19937288,4334737
113117973,91430368,449135,19937317,4334738
113118044,91430369,449266,19937318,4334796
113118045,91432812,449329,19937357,4334797
113118046,91436730,449330,19937358,4334914
113118047,91436731,449338,19937449,4334997
113125416,91436732,449339,19937494,4334998
113125460,91436733,449377,19937585,4335089
113136286,91439219,449378,19937586,4335090
113136287,91439220,449397,19937587,4335249
113136288,91440570,449398,19937710,4335702
113136289,91440595,449422,19937711,4335939
113145837,91440596,449443,19937712,4335940
113148995,91440597,449455,19937792,4335941
113148996,91441288,449506,19938137,4335942
113148997,91441289,449553,19938138,4335995
113157682,91445049,449584,19938139,4335996
113162973,91445050,449597,19938179,4336056
113170632,91445051,449625,19938180,4336057
113171097,91449090,449769,19938265,4336359
113171098,91449091,449770,19938270,4336527
113173920,91452081,449776,19938447,4336762
113173960,91452571,449799,19938448,4336853
113181155,91455295,449800,19938449,4337024
113181156,91467061,449916,19938834,4337025
113181157,91467062,449917,19938835,4337139
113181158,91468242,449973,19938958,4337140
113181159,91468243,449974,19939097,4337141
113196822,91468244,449975,19939205,4337142
113202246,91478739,450009,19939206,4337143
113202247,91479568,450202,19939207,4337144
113202248,91479569,450203,19939342,4337670
113204689,91479700,450204,19939385,4337671
113204690,91480918,450292,19939847,4337742
113204691,91481280,450293,19939848,4338069
113204692,91481281,450333,19940084,4338112
113212476,91481282,450334,19940085,4338113
113226918,91481283,450343,19940105,4338114
113226919,91481284,450380,19940106,4338115
113232490,91481285,450489,19940920,4338116
113232491,91481286,450490,19941038,4338961
113232492,91491283,450491,19941245,4339051
113232493,91491284,450562,19941246,4339240
113232494,91499048,450563,19941247,4339524
113232495,91499049,450811,19941248,4339559
113232496,91500038,450812,19941543,4339567
113232497,91500039,450813,19941957,4339974
113234863,91500040,450819,19941971,4340311
113234864,91500041,450820,19942051,4340476
113234865,91500042,450830,19942052,4340477
113234866,91500043,450953,19942112,4340478
113236594,91500044,450969,19942113,4340479
113236595,91500045,451119,19942114,4340545
113240412,91500046,451120,19942141,4340546
113240970,91500892,451121,19942201,4340547
113240971,91501316,451122,19942261,4340548
113240972,91502244,451124,19942665,4340597
113245739,91505186,451268,19942676,4340763
113245740,91505187,451269,19942677,4340764
113251859,91505188,451355,19942802,4340765
113257235,91505500,451450,19942959,4340785
113257236,91505501,451451,19943071,4340786
113257237,91505502,451452,19943144,4340787
113257238,91506380,451691,19943145,4340788
113257239,91508178,451692,19943146,4341218
113265779,91508179,451831,19943426,4341387
113266151,91508388,452626,19943592,4341388
113266152,91508389,452683,19943593,4341460
113266153,91508390,452711,19943594,4342373
113266154,91508391,452763,19943832,4342414
113266155,91508392,452867,19943833,4342415
113271217,91511540,453037,19943942,4342579
113271218,91515815,453066,19943943,4342580
113271219,91515816,453115,19944385,4342581
113271220,91516457,453126,19944461,4342601
113288534,91516517,453144,19944462,4342602
113305304,91516518,453145,19944463,4342603
113305305,91516519,453164,19944464,4342604
113305306,91521919,453174,19944546,4342760
113310357,91521920,453182,19944547,4343051
113310358,91525431,453183,19944693,4343052
113312037,91525432,453210,19944694,4343144
113313479,91525433,453235,19944695,4343364
113313480,91525434,453310,19944881,4343751
113314934,91526582,453488,19945069,4343788
113314935,91526583,453489,19945578,4344416
113314936,91527731,453536,19945786,4344417
113314937,91527732,453587,19946020,4344528
113314938,91527733,453588,19946058,4344529
113314939,91532564,453732,19946059,4344530
113321398,91532565,453733,19946060,4344535
113321399,91532566,453734,19946061,4344536
113321400,91532567,453829,19946062,4344537
113331004,91532568,453830,19946074,4344538
113331005,91537837,453858,19946217,4344796
113331006,91537838,453884,19946218,4345476
113331007,91538180,453885,19946219,4345477
113331008,91538181,453902,19946425,4346341
113331009,91538182,453916,19946426,4346342
113337905,91538183,454027,19946659,4346343
113337906,91538184,454033,19946736,4346344
113361884,91538185,454279,19946737,4346754
113361885,91538186,454340,19946789,4346755
113361886,91538187,454400,19946790,4347884
113361887,91538188,454427,19946829,4347885
113361888,91538189,454428,19946830,4347886
113372942,91538190,454487,19946831,4348083
113374150,91541093,454694,19946859,4348084
113374151,91541594,454695,19946903,4348085
113376121,91541595,454862,19946904,4348872
113376695,91541596,454879,19947155,4349138
113376696,91543134,454880,19947156,4349139
113376697,91543135,454881,19947176,4349143
113378816,91543136,454893,19947206,4349286
113378817,91543137,455013,19947222,4349287
113379633,91544077,455014,19947742,4349288
113381372,91552625,455015,19947858,4349745
113381373,91552626,455016,19947869,4349746
113381374,91553380,455028,19947870,4349751
113414083,91556689,455029,19947875,4349857
113414511,91556690,455030,19947876,4349858
113414512,91556691,455031,19948271,4349859
113414513,91556692,455032,19948272,4350137
113414514,91556693,455033,19948734,4350140
113415064,91556694,455072,19948822,4350168
113417931,91561729,455073,19948915,4350527
113417932,91566056,455074,19948916,4350528
113425276,91566057,455075,19948917,4350529
113425277,91567781,455076,19948918,4351339
113425278,91571789,455103,19948930,4351479
113429258,91571790,455119,19948931,4351480
113443114,91571791,455120,19948932,4351554
113443115,91571792,455136,19949381,4351731
113443116,91571793,455158,19949568,4351732
113445467,91571794,455161,19949645,4351936
113445468,91571795,455287,19949646,4351937
113445469,91572731,455356,19949647,4351938
113447102,91573187,455569,19949648,4351939
113447103,91573188,455576,19949856,4351940
113447104,91573189,455671,19949894,4351941
113451750,91574381,455747,19949895,4351942
113455753,91574382,455748,19950065,4352024
113460173,91574383,455775,19950107,4352025
113460174,91575225,455776,19950108,4352026
113460175,91575226,455857,19950109,4352027
113460286,91575403,455858,19950110,4352028
113460287,91586474,456057,19950111,4352150
113497938,91586475,456058,19950112,4352151
113516510,91591816,456079,19950113,4352152
113516511,91591817,456109,19950550,4352278
113516512,91591818,456152,19950736,4352767
113516513,91591819,456153,19950743,4353015
113516514,91591820,456198,19950824,4353070
113517459,91591848,456199,19950902,4353071
113517460,91591849,456200,19951097,4353072
113517461,91591850,456211,19951177,4353217
113517462,91592369,456216,19951514,4353691
113517463,91592370,456231,19951515,4353692
113527140,91592371,456232,19951516,4353693
113534371,91592372,456324,19951517,4353911
113534372,91593334,456445,19951774,4353912
113534373,91593335,456446,19951775,4353913
113534374,91593336,456447,19951811,4353914
113534375,91593337,456458,19951969,4353965
113544364,91595903,456459,19952095,4354588
113554047,91596181,456460,19952096,4354589
113564871,91596182,456461,19952097,4354590
113564902,91597441,456502,19952098,4354591
113585061,91597442,456503,19952315,4354788
113585534,91598182,456535,19952394,4354849
113585535,91600957,456536,19952395,4354850
113585536,91604177,456572,19952396,4354895
113585537,91605283,456659,19952714,4354943
113585538,91605284,456748,19952715,4354963
113585539,91605285,456967,19952732,4354964
113585540,91605286,456999,19952733,4354965
113589615,91607718,457075,19952734,4354966
113600505,91610241,457321,19952735,4354967
113603507,91610242,457435,19952736,4355201
113603508,91610243,457436,19952827,4355338
113604577,91610244,457437,19952828,4355468
113604578,91611014,457438,19952829,4355469
113604579,91611015,457439,19952830,4355470
113622356,91613463,457462,19952831,4355471
113622357,91613596,457463,19952890,4355498
113624231,91613597,457559,19952913,4355538
113624232,91616700,457700,19952921,4355539
113624233,91616701,457701,19952922,4355540
113624234,91616702,457760,19953004,4355837
113624235,91618666,457764,19953051,4355838
113624236,91620300,457768,19953052,4355856
113628246,91624901,457832,19953053,4356103
113628247,91624902,457833,19953054,4356104
113628248,91624903,457842,19953055,4356171
113631122,91624904,457843,19953056,4356181
113631123,91624905,458044,19953129,4356182
113631124,91624906,458057,19953130,4356183
113631125,91626889,458068,19953131,4357088
113631126,91626890,458078,19953132,4357089
113631127,91626891,458079,19953133,4357295
113631128,91626892,458080,19953230,4357296
113635660,91626963,458202,19953299,4357297
113636189,91627879,458227,19953320,4357298
113637806,91628004,458228,19953632,4357299
113637807,91628005,458229,19953633,4357537
113637808,91628006,458306,19953634,4357559
113637809,91631621,458307,19953705,4357637
113637810,91631622,458308,19953706,4357638
113638764,91631623,458309,19954044,4357985
113646615,91631624,458310,19954045,4357986
113646616,91631625,458420,19954117,4357987
113646617,91631626,458495,19954118,4358020
113652189,91631627,458496,19954119,4358021
113652190,91631628,458513,19954120,4358253
113652191,91631629,458514,19954377,4358955
113652192,91631630,458528,19954378,4359137
113653107,91631700,458544,19954379,4359138
113653108,91631701,458630,19954380,4359139
113653109,91631702,458631,19954381,4359140
113653110,91631703,458809,19954382,4359397
113673678,91631704,458810,19954383,4359418
113676098,91631705,458811,19954850,4359419
113676099,91631706,458831,19954851,4359420
113676100,91631707,459032,19954852,4359421
113676101,91631708,459033,19954884,4359845
113676102,91639092,459034,19954885,4359846
113683215,91639446,459069,19954962,4359847
113683216,91640087,459070,19954963,4359901
113683217,91640088,459086,19955107,4359902
113683968,91643155,459087,19955108,4359930
113695216,91643156,459088,19955225,4360335
113695217,91643157,459091,19955364,4360459
113696919,91643584,459092,19955480,4360460
113696920,91650425,459093,19955481,4360518
113712165,91650426,459118,19955482,4360641
113713248,91650427,459212,19955483,4360658
113713315,91652305,459468,19955537,4360659
113713829,91656321,459469,19955585,4360660
113713830,91656322,459475,19955662,4360661
113713831,91660207,459483,19955700,4360672
113727141,91660208,459691,19955701,4360673
113742046,91660950,459982,19955797,4360941
113743815,91664840,460001,19955798,4360942
113743816,91664841,460022,19955799,4360943
113745432,91664842,460026,19955800,4360944
113745433,91668092,460104,19955930,4360945
113745434,91668093,460271,19955931,4360992
113753533,91671670,460308,19955932,4360993
113758804,91671671,460321,19955933,4360994
113758805,91671672,460393,19956088,4360995
113758806,91671673,460410,19956264,4361185
113758807,91674272,460470,19956265,4361186
113758808,91674273,460472,19956266,4361231
113758809,91674274,460473,19956267,4361287
113762257,91674275,460505,19956268,4361308
113762854,91674276,460518,19956269,4361309
113762855,91674277,460565,19956357,4361552
113762856,91674278,460571,19956458,4361553
113762857,91674279,460665,19956659,4361554
113773137,91678022,460692,19956660,4361633
113778247,91679146,460693,19956661,4361634
113778248,91679147,460696,19956662,4361635
113789557,91679148,460704,19956935,4361673
113789558,91679149,460705,19956936,4361679
113790183,91682777,460747,19956937,4361680
113790184,91682778,460915,19957186,4361681
113790185,91682779,460924,19957187,4361682
113790186,91682974,460925,19957188,4361746
113790187,91683955,460939,19957189,4361747
113790269,91686770,460992,19957239,4362243
113803260,91688644,461125,19957502,4362253
113812846,91690532,461126,19957503,4362660
113817652,91690533,461127,19957504,4362669
113827624,91690534,461128,19957505,4362670
113838882,91690535,461133,19957680,4362960
113865083,91690536,461213,19957681,4362961
113865084,91691202,461214,19957688,4363401
113865085,91691203,461219,19957737,4363402
113865086,92025001,461220,19957738,4363455
113865087,92027549,461304,19958448,4363711
113865562,92027550,461345,19958449,4363712
113865563,92028428,461346,19958806,4363713
113867556,92028429,461382,19958807,4363774
113867557,92032383,461625,19958854,4364199
113876526,92032384,461738,19958855,4364305
113876527,92036906,461764,19958980,4364592
113878179,92036907,461808,19959086,4364593
113878180,92036908,461814,19959399,4364594
113878181,92044693,461887,19959605,4364721
113885687,92044694,461888,19959606,4364722
113887503,92045017,461996,19959954,4364723
113887504,92045018,462183,19960132,4364929
113891244,92045019,462197,19960463,4364930
113891245,92045020,462198,19960464,4365277
113897600,92045633,462199,19960465,4365278
113902262,92050320,462224,19960466,4365292
113905575,92051393,462253,19960487,4365293
113905576,92051394,462254,19960488,4365294
113913798,92051395,462255,19960680,4365316
113913799,92053431,462356,19960782,4365317
113913800,92054599,462357,19960783,4365318
113913801,92054756,462360,19961874,4365319
113913802,92056606,462368,19961875,4365320
113924871,92056607,462369,19961966,4365588
113938616,92058311,462566,19961992,4365912
113938617,92058436,462567,19961993,4366126
113938618,92058437,462571,19962018,4366182
113938619,92058438,462607,19962019,4366392
113952092,92058439,462692,19962020,4366393
113952093,92058440,462760,19962021,4366394
113952094,92058441,462788,19962050,4366395
113952095,92058442,462815,19962356,4366409
113954676,92069426,463097,19962357,4366410
113954677,92069427,463098,19962770,4366443
113954756,92069428,463231,19962895,4366482
113961415,92069469,463238,19962896,4366805
113964816,92069470,463251,19962973,4367354
113966882,92069471,463252,19962974,4367355
113966883,92069472,463253,19963113,4367596
113971810,92070216,463254,19963353,4367597
113975350,92070217,463255,19963354,4367598
113975351,92070218,463315,19963355,4367676
113975352,92070219,463407,19963356,4367708
113975353,92070220,463408,19963357,4367709
113975354,92070221,463476,19963521,4367710
113981358,92074271,463477,19963794,4367714
113985557,92074272,463543,19964684,4367736
113985558,92074273,463566,19964768,4367905
113985559,92075379,463646,19964769,4368257
113986100,92075380,463763,19964770,4368258
113990317,92075381,463832,19965341,4368622
113990318,92078128,463861,19965389,4368623
113990319,92078599,463862,19965527,4368895
114002947,92078600,463863,19965528,4368896
114002948,92078601,463864,19965734,4368897
114002949,92082662,464081,19965773,4368898
114002950,92082663,464082,19965774,4368913
114006972,92082664,464083,19965775,4368914
114006992,92082665,464349,19965804,4368919
114006993,92083117,464640,19965895,4368966
114006994,92084903,464641,19965896,4368967
114006995,92084904,464649,19966168,4368968
114019719,92093067,464660,19966179,4368969
114019720,92093068,464661,19966180,4368970
114019721,92095264,464668,19966368,4369260
114040010,92095265,464669,19966369,4370129
114319472,92096828,464670,19966402,4370375
114325647,92096829,464929,19966580,4370376
114334774,92097889,464930,19966581,4370379
114334775,92097890,464931,19966589,4370388
114334776,92099006,465016,19966590,4370389
114339413,92099007,465164,19966591,4370390
114339414,92099008,465165,19966692,4370391
114343035,92099009,465324,19966693,4370392
114346248,92099171,465327,19967017,4370730
114346249,92099172,465328,19967062,4370763
114356881,92099173,465329,19967063,4371401
114356882,92099312,465732,19967064,4371402
114358065,92099313,465733,19967076,4371403
114358066,92099314,465789,19967077,4371418
114367799,92099341,465814,19967564,4371419
114367800,92100282,465815,19967565,4371536
114375240,92100283,465816,19967868,4371537
114380130,92106222,465817,19967869,4371538
114380131,92106223,465818,19967870,4371539
114380132,92106224,465819,19968363,4371540
114380133,92106225,465820,19968364,4371676
114396773,92106226,465867,19968429,4371797
114400895,92106227,465884,19968815,4371798
114400896,92106228,466017,19968816,4371820
114402564,92106371,466065,19968872,4371821
114407716,92106372,466066,19968873,4371822
114415686,92106373,466067,19969009,4371867
114415687,92106374,466068,19969187,4371868
114417294,92107618,466087,19969258,4372109
114425989,92109056,466088,19969368,4372110
114425990,92112755,466089,19969408,4372111
114425991,92112756,466119,19969432,4372270
114429493,92112757,466120,19969433,4372610
114429494,92112758,466139,19969771,4372652
114429662,92113485,466241,19969772,4372653
114429663,92119305,466381,19969773,4372715
114429664,92119306,466409,19969774,4373219
114429665,92119307,466414,19970331,4373358
114429666,92120699,466626,19970332,4373610
114429667,92122336,466627,19970372,4373611
114430674,92125451,466628,19970373,4373612
114437248,92128974,466629,19970405,4373658
114437249,92128975,466630,19970406,4373659
114437250,92128976,466646,19970407,4373660
114439643,92129497,466665,19970408,4373661
114443772,92130410,466676,19970427,4373662
114443773,92130411,466747,19971340,4373882
114449060,92130412,466849,19971451,4373900
114449061,92131190,466967,19971483,4373901
114454294,92131191,466968,19971484,4373902
114469876,92131485,466991,19971485,4373910
114469962,92135860,466992,19971486,4373939
114479475,92135861,467007,19971587,4374284
114479476,92135862,467008,19971588,4374663
114479477,92137520,467096,19971589,4374664
114479478,92137630,467097,19971590,4374698
114520873,92144215,467203,19971591,4374699
114520874,92144216,467204,19971592,4374947
114527866,92144217,467303,19971639,4374948
114527867,92144218,467335,19971667,4375030
114527868,92146517,467336,19971668,4375031
114527869,92146518,467487,19971669,4375178
114527870,92146519,467507,19971670,4375179
114527871,92148837,467508,19971671,4375398
114527872,92148838,467509,19971672,4375399
114527873,92150109,467543,19971704,4375400
114530265,92150110,467780,19971828,4375401
114530266,92150111,467975,19971848,4375402
114530267,92150112,467986,19971849,4375428
114530268,92153598,467987,19971850,4375429
114544245,92156240,467988,19971854,4375430
114544288,92156241,467989,19971855,4375457
114544289,92156242,467990,19971856,4375464
114544290,92156243,467997,19971857,4375618
114553697,92158736,467998,19971900,4375619
114561875,92158737,467999,19971967,4375715
114561876,92158738,468000,19971968,4375764
114561877,92159776,468001,19972159,4375846
114561878,92159777,468002,19972160,4375847
114561879,92159778,468010,19972161,4375848
114578853,92159779,468033,19972162,4375883
114578854,92159780,468085,19972212,4375884
114578855,92159831,468141,19972214,4375885
114596178,92159832,468218,19972215,4375921
114598898,92160684,468243,19972216,4376138
114617585,92160685,468279,19972217,4376241
114617586,92162063,468280,19972263,4376485
114617587,92164508,468281,19972347,4376577
114617588,92165548,468324,19972485,4376578
114624403,92165549,468325,19972486,4376788
114624404,92165550,468326,19972487,4376789
114624405,92167125,468327,19972704,4376790
114629207,92167126,468328,19972749,4376955
114629208,92167659,468329,19972750,4377059
114629209,92167660,468330,19972751,4377060
114630343,92167661,468331,19972752,4377061
114630344,92167662,468332,19972753,4377131
114630345,92167663,468356,19972925,4377132
114632678,92167664,468357,19973046,4377133
114650856,92167665,468391,19973285,4377154
114654849,92173018,468725,19973474,4377155
114654850,92175597,468726,19973518,4377417
114657376,92175598,468727,19973575,4377418
114657377,92175599,468976,19973576,4377419
114657378,92175600,468977,19974264,4377797
114657379,92176416,469298,19974265,4377798
114657380,92176417,469303,19974266,4377799
114658104,92179869,469304,19974267,4378066
114670620,92179870,469329,19974566,4378067
114670621,92181432,469337,19974593,4378068
114672761,92181433,469490,19974600,4378069
114672762,92181434,469491,19974626,4378302
114679600,92184197,469492,19974691,4378573
114690112,92184198,469493,19974692,4378574
114692598,92184199,469752,19974693,4378609
114694073,92184200,469765,19974783,4378615
114694074,92184201,469866,19974784,4378616
114699490,92192898,469962,19974785,4378656
114699491,92192899,469963,19974928,4378732
114699492,92192900,469964,19974957,4378801
114699493,92192901,469965,19974958,4378804
114700909,92199613,469980,19974959,4379024
114700910,92199614,469989,19975071,4379025
114700925,92199615,470016,19975264,4379026
114700926,92199616,470017,19975265,4379394
114703255,92199617,470018,19975266,4379395
114707355,92200346,470019,19975267,4379403
114710987,92202223,470020,19975490,4379778
114710988,92204057,470021,19975491,4379845
114717635,92204058,470088,19975492,4380268
114717636,92204059,470145,19975775,4380269
114717637,92204060,470350,19975985,4380270
114742894,92204061,470351,19976111,4380314
114742895,92209022,470404,19976112,4380459
114766675,92211415,470655,19976159,4380460
114766745,92213994,470684,19976239,4380705
114766746,92213995,470832,19976783,4381078
114771223,92219450,470864,19977191,4381304
114771224,92219788,470865,19977192,4381371
114778298,92222154,471140,19977314,4381472
114778299,92224505,471141,19977553,4381716
114789418,92226832,471142,19977768,4382323
114789419,92226833,471245,19977979,4382527
114795421,92230785,471246,19978276,4382608
114795489,92235161,471251,19978277,4382609
114795490,92235162,471252,19978278,4382610
114795491,92235163,471286,19978320,4383124
114795492,92235164,471316,19978565,4383500
114799272,92235294,471317,19978566,4383592
114799273,92235295,471318,19978567,4383856
114799274,92236229,471319,19978568,4384041
114799275,92236283,471326,19978569,4384042
114799276,92239999,471327,19978591,4384043
114802515,92240002,471444,19979061,4384065
114829926,92240198,471445,19979062,4384066
114829964,92240199,471446,19979063,4384067
114833653,92240200,471505,19979064,4384068
114834438,92240201,471506,19979104,4384069
114834439,92242622,471570,19979148,4384070
114834440,92242774,471571,19979249,4384071
114835448,92247104,471676,19979250,4384346
114835449,92247105,471740,19979251,4384355
114835450,92247106,471741,19979252,4385182
114835451,92247107,471817,19979253,4385382
114859240,92247108,471833,19979254,4385383
114859241,92247918,471962,19979255,4385546
114860322,92250341,471997,19979256,4385547
114860323,92255405,471998,19979257,4385548
114860324,92266936,471999,19979565,4385703
114860325,92266937,472048,19979566,4385719
114860326,92267386,472060,19979607,4386366
114860327,92267387,472061,19979608,4386475
114860328,92267388,472243,19979732,4386476
114865086,92267389,472244,19979972,4386477
114870900,92270245,472245,19980011,4386536
114870901,92271020,472246,19980012,4386537
114885372,92271021,472247,19980086,4386561
114885373,92271022,472248,19980087,4386720
114885374,92271023,472252,19980088,4386721
114887054,92271024,472354,19980089,4386722
114895106,92271025,472476,19980090,4386723
114898490,92271026,472477,19980091,4386818
114898491,92271027,472478,19980092,4386819
114898492,92271028,472479,19980093,4386884
114898493,92271029,472480,19981191,4386885
114907336,92271403,472481,19981307,4386886
114907337,92272485,472482,19981335,4387235
114907338,92272486,472483,19981777,4387296
114907339,92272487,472875,19981840,4387297
114909227,92272488,472945,19982350,4387298
114909228,92272489,472965,19982351,4387299
114909229,92272490,472966,19982352,4387416
114909230,92275926,472975,19982545,4387417
114914754,92275927,473343,19982546,4387629
114914755,92275928,473350,19982835,4387630
114914756,92275929,473427,19982911,4387631
114914757,92275930,473428,19982912,4387692
114920039,92275931,473550,19982913,4387801
114935082,92276506,473571,19982925,4387802
114935938,92278648,473737,19983199,4387811
114935939,92280236,473738,19983221,4387812
114938480,92280237,473788,19983250,4387813
114938481,92288486,473789,19983251,4387814
114938482,92288487,473790,19983470,4387815
114938483,92293612,473791,19983856,4387816
114939584,92298543,474362,19983973,4387817
114943648,92298544,474532,19984056,4387935
114953524,92301842,474567,19984167,4387936
114954230,92306070,474568,19984168,4388021
114963436,92309648,474569,19984294,4388022
114974773,92309649,474570,19984295,4388025
114984651,92319293,474612,19984564,4388026
